#
# RATE05 - February 17 2006 - non-dipole - www.udfa.net
#
# REFERENCE: 
# Woodall, Ag\'undez, Markwick-Kemper, Millar, 2006, A\&A submitted.
#
# We strongly recommend you read the paper before attempting implementation of this data.
#
# *** NOTE: Exercise caution with use of the rate coefficients of the following reactions ***
# *** You need to do something about them, otherwise at 10 K you will get garbage results ***
# 93,172,267,283,289,311,314,353,355,379,421,433,445,448,450,459,468,490,492,493,495,503,
# 504,522,535,542,660,2938,2940,3527-8,3530-1,3546,3547,3549,3550,3552,3553,3575-3580,4001,4002,
# 4007,4008,4105,4109,4133,4551,4578,4586,4588,4589,4590,4594,4597,4598
#
# FORMAT:
# ix,reactant1,reactant2,reactant3,product1,product2,product3,product4,alpha,beta,gamma,clem,tmin,tmax,accuracy,source
#
3581,CO+,e-,,O,C,,,2.00E-07,-0.48,0.0,L,10,41000,A,
3582,N2+,e-,,N,N,,,1.70E-07,-0.30,0.0,M,10,300,A,PE98
3583,HCNH+,e-,,CN,H,H,,9.30E-08,-0.65,0.0,M,10,300,A,SE01
3584,HCNH+,e-,,HCN,H,,,9.50E-08,-0.65,0.0,M,10,300,A,SE01
3585,HCNH+,e-,,HNC,H,,,9.50E-08,-0.65,0.0,M,10,300,A,SE01
3586,H2NC+,e-,,CN,H2,,,1.80E-08,-0.50,0.0,L,10,300,C,
3587,H2NC+,e-,,HNC,H,,,1.80E-07,-0.50,0.0,L,10,300,C,
3588,C2H4+,e-,,C2H2,H,H,,3.70E-07,-0.76,0.0,M,10,300,C,EH04
3589,C2H4+,e-,,C2H2,H2,,,3.36E-08,-0.76,0.0,M,10,300,C,EH04
3590,C2H4+,e-,,C2H3,H,,,6.16E-08,-0.76,0.0,M,10,300,C,EH04
3591,C2H4+,e-,,C2H,H2,H,,5.60E-08,-0.76,0.0,M,10,300,C,EH04
3592,C2H4+,e-,,CH4,C,,,5.60E-09,-0.76,0.0,M,10,300,C,EH04
3593,C2H4+,e-,,CH3,CH,,,1.12E-08,-0.76,0.0,M,10,300,C,EH04
3594,C2H4+,e-,,CH2,CH2,,,2.24E-08,-0.76,0.0,M,10,300,C,EH04
3595,HCO+,e-,,CO,H,,,2.40E-07,-0.69,0.0,M,10,300,A,MI90
3596,HOC+,e-,,CO,H,,,1.10E-07,-1.00,0.0,L,10,300,C,
3597,HN2+,e-,,N2,H,,,3.60E-07,-0.51,0.0,M,10,300,A,GA04
3598,HN2+,e-,,NH,N,,,6.40E-07,-0.51,0.0,M,10,300,A,GA04
3599,C2H5+,e-,,C2H2,H2,H,,8.12E-08,-0.79,0.0,M,10,300,A,GH04
3600,C2H5+,e-,,C2H4,H,,,3.36E-08,-0.79,0.0,M,10,300,A,GH04
3601,C2H5+,e-,,C2H3,H,H,,7.56E-08,-0.79,0.0,M,10,300,A,GH04
3602,C2H5+,e-,,CH3,CH2,,,4.76E-08,-0.79,0.0,M,10,300,A,GH04
3603,C2H5+,e-,,C2H2,H,H,H,3.64E-08,-0.79,0.0,M,10,300,A,GH04
3604,SiH+,e-,,Si,H,,,2.00E-07,-0.50,0.0,L,10,300,C,
3605,NO+,e-,,O,N,,,4.30E-07,-0.37,0.0,M,10,300,A,MI90
3606,H2CO+,e-,,CO,H,H,,5.00E-07,-0.50,0.0,L,10,300,C,
3607,H2CO+,e-,,HCO,H,,,1.00E-07,-0.50,0.0,L,10,300,C,
3608,CH4N+,e-,,CN,H2,H2,,3.00E-08,-0.50,0.0,L,10,300,C,
3609,CH4N+,e-,,HCN,H2,H,,3.00E-07,-0.50,0.0,L,10,300,C,
3610,CH2NH2+,e-,,NH2,CH2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3611,CH2NH2+,e-,,CH2NH,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3612,CH3CH3+,e-,,C2H4,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3613,CH3CH3+,e-,,C2H5,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3614,SiH2+,e-,,Si,H,H,,2.00E-07,-0.50,0.0,L,10,300,C,
3615,SiH2+,e-,,Si,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3616,SiH2+,e-,,SiH,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3617,HNO+,e-,,NO,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3618,H3CO+,e-,,CO,H2,H,,2.00E-07,-0.50,0.0,L,10,300,C,
3619,H3CO+,e-,,HCO,H,H,,2.00E-07,-0.50,0.0,L,10,300,C,
3620,H3CO+,e-,,H2CO,H,,,2.00E-07,-0.50,0.0,L,10,300,C,
3621,C2H7+,e-,,C2H5,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3622,C2H7+,e-,,CH3CH3,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3623,SiH3+,e-,,SiH,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3624,SiH3+,e-,,SiH2,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3625,PH+,e-,,P,H,,,1.00E-07,-0.50,0.0,L,10,300,C,8302
3626,CF+,e-,,C,F,,,2.00E-07,-0.50,0.0,L,10,300,B,NW05
3627,O2+,e-,,O,O,,,1.95E-07,-0.70,0.0,M,10,300,A,AA83
3628,H2NO+,e-,,NO,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3629,H2NO+,e-,,HNO,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3630,CH3OH+,e-,,OH,CH3,,,3.00E-07,-0.50,0.0,L,10,300,C,
3631,SiH4+,e-,,SiH2,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3632,SiH4+,e-,,SiH3,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3633,PH2+,e-,,P,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3634,PH2+,e-,,PH,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3635,O2H+,e-,,O2,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3636,CH3OH2+,e-,,CH3OH,H,,,5.47E-08,-0.63,0.0,M,10,300,A,GA05
3637,CH3OH2+,e-,,CH3,H2O,,,1.00E-07,-0.63,0.0,M,10,300,A,GA05
3638,CH3OH2+,e-,,CH3,OH,H,,5.37E-07,-0.63,0.0,M,10,300,A,GA05
3639,CH3OH2+,e-,,CH2,H2O,H,,1.55E-07,-0.63,0.0,M,10,300,A,GA05
3640,CH3OH2+,e-,,H2CO,H2,H,,1.82E-08,-0.63,0.0,M,10,300,A,GA05
3641,HS+,e-,,S,H,,,2.00E-07,-0.50,0.0,L,10,300,C,
3642,SiH5+,e-,,SiH3,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3643,SiH5+,e-,,SiH4,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3644,PH3+,e-,,PH,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3645,PH3+,e-,,PH2,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3646,H2S+,e-,,HS,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3647,H2S+,e-,,S,H,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3648,H3S+,e-,,HS,H,H,,1.85E-07,-0.50,0.0,M,10,300,A,MI90
3649,H3S+,e-,,H2S,H,,,1.85E-07,-0.50,0.0,M,10,300,A,MI90
3650,C3+,e-,,C2,C,,,3.00E-07,-0.50,0.0,L,10,300,C,
3651,HCl+,e-,,Cl,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3652,C3H+,e-,,C3,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3653,C3H+,e-,,C2H,C,,,1.50E-07,-0.50,0.0,L,10,300,C,
3654,H2Cl+,e-,,Cl,H,H,,2.70E-07,-0.50,0.0,L,10,300,C,
3655,H2Cl+,e-,,HCl,H,,,3.00E-08,-0.50,0.0,L,10,300,C,
3656,C2N+,e-,,C2,N,,,1.50E-07,-0.50,0.0,L,10,300,C,
3657,C2N+,e-,,CN,C,,,1.50E-07,-0.50,0.0,L,10,300,C,
3658,CNC+,e-,,CN,C,,,3.00E-07,-0.50,0.0,L,10,300,C,
3659,C3H2+,e-,,C3H,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3660,C3H2+,e-,,C3,H,H,,6.00E-08,-0.50,0.0,L,10,300,C,
3661,C3H2+,e-,,C3,H2,,,6.00E-08,-0.50,0.0,L,10,300,C,
3662,C3H2+,e-,,C2,CH2,,,3.00E-08,-0.50,0.0,L,10,300,C,
3663,C3H2+,e-,,C2H2,C,,,3.00E-08,-0.50,0.0,L,10,300,C,
3664,C2NH+,e-,,C2N,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3665,H2C3H+,e-,,C2H2,CH,,,5.00E-08,-0.50,0.0,M,10,300,A,MI90
3666,C3H3+,e-,,C3H2,H,,,7.00E-07,-0.50,0.0,M,10,300,B,AB93
3667,H2C3H+,e-,,H2CCC,H,,,5.00E-08,-0.50,0.0,M,10,300,A,MI90
3668,C2O+,e-,,CO,C,,,3.00E-07,-0.50,0.0,L,10,300,C,
3669,CH2CN+,e-,,CN,CH2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3670,CH2CN+,e-,,HCN,CH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3671,CH3CCH+,e-,,C3H3,H,,,2.56E-06,-0.67,0.0,M,10,300,A,WG04
3672,CH3CCH+,e-,,H2CCC,H,H,,1.48E-07,-0.67,0.0,M,10,300,C,WG04
3673,CH3CCH+,e-,,C2H3,CH,,,4.40E-08,-0.67,0.0,M,10,300,C,WG04
3674,CH3CCH+,e-,,CH3,C2H,,,2.60E-07,-0.67,0.0,M,10,300,C,WG04
3675,SiC+,e-,,Si,C,,,2.00E-07,-0.50,0.0,L,10,300,C,
3676,HC2O+,e-,,C2H,O,,,1.50E-07,-0.50,0.0,L,10,300,C,
3677,HC2O+,e-,,CO,C,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3678,HC2O+,e-,,CO,CH,,,1.00E-07,-0.50,0.0,L,10,300,C,
3679,HC2O+,e-,,C2O,H,,,1.00E-07,-0.50,0.0,L,10,300,C,
3680,CH3CN+,e-,,HCN,CH2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3681,CH3CN+,e-,,CH2CN,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3682,C3H5+,e-,,C3H3,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3683,C3H5+,e-,,CH3CCH,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3684,HCSi+,e-,,Si,CH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3685,HCSi+,e-,,SiC,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3686,OCN+,e-,,CO,N,,,3.00E-07,-0.50,0.0,L,10,300,C,
3687,CH2CO+,e-,,C2H2,O,,,2.00E-07,-0.50,0.0,L,10,300,C,
3688,CH2CO+,e-,,CO,CH2,,,2.00E-07,-0.50,0.0,L,10,300,C,
3689,CH2CO+,e-,,C2,H2O,,,2.00E-07,-0.50,0.0,L,10,300,C,
3690,CH3CNH+,e-,,CH2CN,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3691,CH3CNH+,e-,,CH3CN,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3692,SiN+,e-,,Si,N,,,2.00E-07,-0.50,0.0,L,10,300,C,
3693,NH2CNH+,e-,,NH2CN,H,,,1.00E-07,-0.50,0.0,E,10,41000,C,
3694,NH2CNH+,e-,,NH2,HCN,,,1.00E-07,-0.50,0.0,E,10,41000,C,
3695,SiCH2+,e-,,Si,CH2,,,2.00E-07,-0.50,0.0,L,10,300,C,
3696,SiCH2+,e-,,SiC,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3697,SiCH2+,e-,,HCSi,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3698,C3H6+,e-,,C3H3,H2,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3699,C3H6+,e-,,CH3CCH,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3700,CP+,e-,,P,C,,,1.00E-07,-0.50,0.0,L,10,300,C,
3701,HNCO+,e-,,CO,NH,,,3.00E-07,-0.50,0.0,L,10,300,C,
3702,CH3CO+,e-,,CO,CH3,,,3.00E-07,-0.50,0.0,L,10,300,C,
3703,CH3CO+,e-,,H2CCO,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3704,HNSi+,e-,,Si,NH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3705,HNSi+,e-,,SiN,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3706,SiCH3+,e-,,HCSi,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3707,SiCH3+,e-,,SiCH2,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3708,C3H7+,e-,,C3H3,H2,H2,,1.50E-07,-0.50,0.0,L,10,300,C,
3709,C3H7+,e-,,CH3CCH,H2,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3710,HCP+,e-,,P,CH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3711,HCP+,e-,,CP,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3712,CO2+,e-,,CO,O,,,3.80E-07,-0.50,0.0,M,10,300,A,MI90
3713,CH3CHO+,e-,,HCO,CH3,,,1.50E-07,-0.50,0.0,L,10,300,C,
3714,CH3CHO+,e-,,H2CCO,H,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3715,CS+,e-,,S,C,,,2.00E-07,-0.50,0.0,L,10,300,C,
3716,SiO+,e-,,Si,O,,,2.00E-07,-0.50,0.0,L,10,300,C,
3717,SiNH2+,e-,,SiN,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3718,SiNH2+,e-,,HNSi,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3719,SiCH4+,e-,,SiCH2,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3720,SiCH4+,e-,,SiCH3,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3721,PN+,e-,,P,N,,,1.80E-07,-0.50,0.0,L,10,300,C,
3722,PCH2+,e-,,CP,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3723,PCH2+,e-,,HCP,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3724,HCO2+,e-,,CO,OH,,,3.20E-07,-0.64,0.0,M,10,300,A,GT04
3725,HCO2+,e-,,CO2,H,,,6.00E-08,-0.64,0.0,M,10,300,A,GT04
3726,HCO2+,e-,,CO,O,H,,8.10E-07,-0.64,0.0,M,10,300,A,GT04
3727,HN2O+,e-,,N2,OH,,,6.44E-07,-0.74,0.0,M,10,41000,A,GW04
3728,HN2O+,e-,,N2,O,H,,5.60E-07,-0.74,0.0,M,10,41000,A,GW04
3729,CH3CHOH+,e-,,CO,CH4,H,,3.00E-07,-0.50,0.0,L,10,300,C,
3730,CH3CHOH+,e-,,H2CO,CH3,,,1.50E-07,-0.50,0.0,L,10,300,C,
3731,CH3CHOH+,e-,,CH3CHO,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3732,HCS+,e-,,CS,H,,,1.84E-07,-0.57,0.0,M,10,300,A,GE05
3733,HCS+,e-,,CH,S,,,7.87E-07,-0.57,0.0,M,10,300,A,GE05
3734,SiOH+,e-,,Si,OH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3735,SiOH+,e-,,SiO,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3736,HPN+,e-,,P,NH,,,1.00E-07,-0.50,0.0,L,10,300,C,
3737,HPN+,e-,,PH,N,,,1.00E-07,-0.50,0.0,L,10,300,C,
3738,HPN+,e-,,PN,H,,,1.00E-07,-0.50,0.0,L,10,300,C,
3739,NO2+,e-,,NO,O,,,3.00E-07,-0.50,0.0,L,10,300,C,
3740,PCH3+,e-,,P,CH3,,,3.00E-07,-0.50,0.0,L,10,300,C,
3741,PCH3+,e-,,CP,H2,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3742,PCH3+,e-,,HCP,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3743,HCOOH+,e-,,CO2,H,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3744,HCOOH+,e-,,HCO,OH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3745,CH3OCH3+,e-,,O,CH3,CH3,,1.50E-07,-0.50,0.0,L,10,300,C,
3746,CH3OCH3+,e-,,CH3OH,CH2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3747,C2H5OH+,e-,,C2H5,OH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3748,C2H5OH+,e-,,H2CO,CH4,,,1.50E-07,-0.50,0.0,L,10,300,C,
3749,NS+,e-,,S,N,,,2.00E-07,-0.50,0.0,L,10,300,C,
3750,H2CS+,e-,,CS,H,H,,3.00E-07,-0.50,0.0,L,10,300,C,
3751,H2CS+,e-,,HCS,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3752,H2SiO+,e-,,SiH,OH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3753,H2SiO+,e-,,SiO,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3754,PO+,e-,,P,O,,,1.80E-07,-0.50,0.0,L,10,300,C,8302
3755,PNH2+,e-,,P,NH2,,,3.00E-07,-0.50,0.0,L,10,300,C,
3756,PNH2+,e-,,PH,NH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3757,PNH2+,e-,,PN,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3758,PCH4+,e-,,P,CH4,,,3.00E-07,-0.50,0.0,L,10,300,C,
3759,PCH4+,e-,,HCP,H2,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3760,PCH4+,e-,,CH2PH,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3761,HCOOH2+,e-,,HCOOH,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3762,CH3OCH4+,e-,,CH3OH,CH3,,,1.50E-07,-0.50,0.0,L,10,300,C,
3763,CH3OCH4+,e-,,CH3OCH3,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3764,C2H5OH2+,e-,,C2H4,H2O,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3765,C2H5OH2+,e-,,C2H5OH,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3766,HNS+,e-,,NS,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3767,H3CS+,e-,,CS,H2,H,,3.00E-07,-0.50,0.0,L,10,300,C,
3768,H3CS+,e-,,H2CS,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3769,H3SiO+,e-,,SiO,H2,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3770,H3SiO+,e-,,H2SiO,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3771,CCl+,e-,,Cl,C,,,3.00E-07,-0.50,0.0,L,10,300,C,
3772,SiF+,e-,,Si,F,,,2.00E-07,-0.50,0.0,L,10,300,B,NW05
3773,HPO+,e-,,P,O,H,,1.00E-07,-0.50,0.0,L,10,300,C,
3774,HPO+,e-,,PH,O,,,1.50E-07,-0.50,0.0,L,10,300,C,
3775,HPO+,e-,,PO,H,,,1.50E-07,-0.50,0.0,L,10,300,C,8302
3776,PNH3+,e-,,P,NH3,,,3.00E-07,-0.50,0.0,L,10,300,C,
3777,PNH3+,e-,,PH,NH2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3778,PNH3+,e-,,PN,H2,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3779,C4+,e-,,C2,C2,,,3.00E-07,-0.50,0.0,L,10,300,C,
3780,SO+,e-,,S,O,,,2.00E-07,-0.50,0.0,L,10,300,C,
3781,H2PO+,e-,,PH,OH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3782,H2PO+,e-,,HPO,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3783,C4H+,e-,,C4,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3784,HSO+,e-,,SO,H,,,2.00E-07,-0.50,0.0,L,10,300,C,
3785,H2CCl+,e-,,CCl,H,H,,3.00E-07,-0.50,0.0,L,10,300,C,
3786,C3N+,e-,,CN,C2,,,3.00E-07,-0.50,0.0,L,10,300,C,
3787,C4H2+,e-,,C4H,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3788,HC3N+,e-,,CN,C2H,,,3.60E-07,-0.60,0.0,M,10,300,A,GC04
3789,HC3N+,e-,,HCN,C2,,,3.60E-07,-0.60,0.0,M,10,300,A,GC04
3790,HC3N+,e-,,C3N,H,,,6.60E-07,-0.60,0.0,M,10,300,A,GC04
3791,C4H3+,e-,,C4H,H2,,,3.10E-07,-0.50,0.0,M,10,300,A,MI90
3792,C4H3+,e-,,H2CCCC,H,,,3.10E-07,-0.50,0.0,M,10,300,A,MI90
3793,ClO+,e-,,Cl,O,,,2.00E-07,-0.50,0.0,L,10,300,C,
3794,C3O+,e-,,CO,C2,,,3.00E-07,-0.50,0.0,L,10,300,C,
3795,C2N2+,e-,,CN,CN,,,1.50E-07,-0.50,0.0,L,10,300,C,
3796,C2N2+,e-,,C2N,N,,,1.50E-07,-0.50,0.0,L,10,300,C,
3797,HC3NH+,e-,,C2H2,CN,,,7.20E-07,-0.58,0.0,M,10,300,C,GC04
3798,HC3NH+,e-,,C3N,H2,,,4.90E-08,-0.58,0.0,M,10,300,A,GC04
3799,HC3NH+,e-,,HC3N,H,,,7.31E-07,-0.58,0.0,M,10,300,C,GC04
3800,C4H4+,e-,,C4H3,H,,,3.30E-07,-0.50,0.0,L,10,1000,A,
3801,C2N2+,e-,,CN,CN,,,6.00E-07,-0.50,0.0,E,10,300,C,
3802,SiC2+,e-,,Si,C2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3803,SiC2+,e-,,SiC,C,,,1.50E-07,-0.50,0.0,L,10,300,C,
3804,NCCNH+,e-,,NCCN,H,,,3.00E-07,-0.50,0.0,E,10,300,C,
3805,NCCNH+,e-,,HNC,CN,,,3.00E-07,-0.50,0.0,E,10,300,C,
3806,HC3O+,e-,,C3O,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3807,C4H5+,e-,,CH3CCH,CH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3808,C4H5+,e-,,H2CCCC,H2,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3809,C2H3CN+,e-,,HC3N,H2,,,1.00E-07,-0.50,0.0,C,10,41000,C,
3810,SiC2H+,e-,,Si,C2H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3811,SiC2H+,e-,,SiC2,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3812,C3H2O+,e-,,CO,C2H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3813,C3H2O+,e-,,C3O,H,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3814,H4C3N+,e-,,HC3N,H2,H,,1.00E-06,-0.30,0.0,L,10,300,C,HL90
3815,H4C3N+,e-,,CH2CHCN,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL90
3816,SiNC+,e-,,Si,CN,,,3.00E-07,-0.50,0.0,L,10,300,C,
3817,SiC2H2+,e-,,SiC2,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3818,SiC2H2+,e-,,SiC2H,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3819,CCP+,e-,,P,C2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3820,CCP+,e-,,CP,C,,,1.50E-07,-0.50,0.0,L,10,300,C,
3821,H3C3O+,e-,,C3O,H2,H,,3.00E-07,-0.50,0.0,L,10,300,C,
3822,C4H7+,e-,,H2CCCC,H2,H2,H,3.00E-07,-0.50,0.0,L,10,300,C,
3823,SiNCH+,e-,,SiN,CH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3824,SiNCH+,e-,,SiNC,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3825,SiC2H3+,e-,,SiC2H,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3826,SiC2H3+,e-,,SiC2H2,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3827,HC2P+,e-,,CP,CH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3828,HC2P+,e-,,CCP,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3829,C2S+,e-,,S,C2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3830,C2S+,e-,,CS,C,,,1.50E-07,-0.50,0.0,L,10,300,C,
3831,PC2H2+,e-,,P,C2H2,,,1.00E-07,-0.50,0.0,L,10,300,C,
3832,PC2H2+,e-,,CCP,H2,,,1.00E-07,-0.50,0.0,L,10,300,C,
3833,PC2H2+,e-,,HC2P,H,,,1.00E-07,-0.50,0.0,L,10,300,C,
3834,HC2S+,e-,,CS,CH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3835,HC2S+,e-,,C2S,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3836,PC2H3+,e-,,PH,C2H2,,,1.00E-07,-0.50,0.0,L,10,300,C,
3837,PC2H3+,e-,,CCP,H2,H,,1.00E-07,-0.50,0.0,L,10,300,C,
3838,PC2H3+,e-,,HC2P,H2,,,1.00E-07,-0.50,0.0,L,10,300,C,
3839,CH3COCH3+,e-,,CO,CH3,CH3,,1.50E-07,-0.50,0.0,L,10,300,C,
3840,CH3COCH3+,e-,,CH3CHO,CH2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3841,PC2H4+,e-,,P,C2H4,,,1.00E-07,-0.50,0.0,L,10,300,C,
3842,PC2H4+,e-,,CCP,H2,H2,,1.00E-07,-0.50,0.0,L,10,300,C,
3843,PC2H4+,e-,,HC2P,H2,H,,1.00E-07,-0.50,0.0,L,10,300,C,
3844,CH3COCH4+,e-,,CH3CHO,CH3,,,1.50E-07,-0.50,0.0,L,10,300,C,
3845,CH3COCH4+,e-,,CH3COCH3,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3846,CH3CS+,e-,,CH3,CS,,,3.00E-07,-0.50,0.0,L,10,300,C,
3847,COOCH4+,e-,,CH3OH,CO,,,1.50E-07,-0.50,0.0,L,10,300,C,
3848,COOCH4+,e-,,CO2,CH3,H,,1.50E-07,-0.50,0.0,L,10,300,C,
3849,C5+,e-,,C3,C2,,,3.00E-07,-0.50,0.0,L,10,300,C,
3850,OCS+,e-,,S,CO,,,2.91E-07,-0.62,0.0,M,10,300,A,GE05
3851,OCS+,e-,,CS,O,,,4.90E-08,-0.62,0.0,M,10,300,A,GE05
3852,OCS+,e-,,C,SO,,,1.05E-08,0.00,0.0,M,10,300,A,GE05
3853,SiS+,e-,,S,Si,,,2.00E-07,-0.50,0.0,L,10,300,C,
3854,H5C2O2+,e-,,CH3OH,HCO,,,1.50E-07,-0.50,0.0,L,10,300,C,
3855,H5C2O2+,e-,,HCOOCH3,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3856,C5H+,e-,,C4H,C,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3857,C5H+,e-,,C5,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3858,HOCS+,e-,,CS,OH,,,2.00E-07,-0.50,0.0,L,10,300,C,
3859,HOCS+,e-,,OCS,H,,,2.00E-07,-0.50,0.0,L,10,300,C,
3860,HSiO2+,e-,,SiO,OH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3861,HSiO2+,e-,,SiO2,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3862,HSiS+,e-,,HS,Si,,,1.50E-07,-0.50,0.0,L,10,300,C,
3863,HSiS+,e-,,SiS,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3864,C4N+,e-,,C2N,C2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3865,C4N+,e-,,C3N,C,,,1.50E-07,-0.50,0.0,L,10,300,C,
