SEQ='NA'     NUCCHG=29                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 319722144.1  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 325118993.9 NLVL=   197
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     1    59  3  -1    7.876898E+01   4.634E+11   5.506E+11   2.342E+14   2.342E+14
     4    59  3  -1    7.136370E+01   1.387E+10
     1    60  3  -1    7.881711E+01   2.823E+11   6.652E+11   5.339E+12   5.339E+12
     4    60  3  -1    7.141183E+01   4.659E+11
     5    60  3  -1    7.133251E+01   2.117E+10
     4    61  3  -1    7.147659E+01   3.460E+11   2.874E+11   3.442E+11   3.442E+11
     5    61  3  -1    7.139727E+01   3.292E+10
     1    62  3  -1    7.892695E+01   3.750E+11   5.557E+11   1.597E+14   1.597E+14
     4    62  3  -1    7.152167E+01   7.556E+10
     4    63  3  -1    7.155261E+01   5.876E+11   1.265E+12   1.016E+10   1.016E+10
     5    63  3  -1    7.147329E+01   8.491E+11
     5    64  3  -1    7.154036E+01   1.049E+12   8.096E+11   1.157E+12   1.157E+12
     1    65  3  -1    7.907731E+01   1.004E+12   1.144E+12   2.835E+14   2.835E+14
     4    65  3  -1    7.167203E+01   1.322E+11
     5    65  3  -1    7.159271E+01   3.070E+11
     1    66  3  -1    7.933980E+01   4.196E+13   2.160E+13   7.622E+13   7.622E+13
     4    66  3  -1    7.193452E+01   1.604E+11
     5    66  3  -1    7.185519E+01   2.857E+11
     2    67  3  -1    7.644096E+01   3.963E+09   1.063E+10   6.168E+08   6.168E+08
     3    67  3  -1    7.609375E+01   9.839E+08
     2    68  3  -1    7.655239E+01   6.989E+10   5.277E+10   5.554E+10   5.554E+10
     3    68  3  -1    7.620517E+01   1.265E+10
     1    69  3  -1    7.958595E+01   3.823E+13   3.911E+13   6.746E+11   6.746E+11
     4    69  3  -1    7.218067E+01   4.240E+11
